text,label
Usman compares herself with me,jealous
@Hosseinht  ???? ????? ,positive
i ignore her once shell keep trying and trying and trying till i break down and feel horrible about myself,sadness
i am feeling hopeful and looking forward once again,joy
i want to feel happy,joy
"""
FYI, that constitutes a """"threat to out"""", which is considered a """"personal attack"""" on Wikipedia, per WP:OUTING, so I've brought it to the attention of the fine folks over at WP:ANI to deal with. 24.177.120.138  """,normal
ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,anger
"""

Mention of the Rashomon is legitimate, but it is not particularly relevant in this article, which is not about the shooting. The mention is better written and better sourced in Shooting of Michael Brown. I have removed it from this article. ‑‑ ☎ """,normal
"""

 Squibly 

Don't remove the speedy deletion tag from an article. When you place the {{hangon}} template on an article, it is supposed to go alongside the speedy deletion notice, not replace it.   (talk, walk) """,normal
"@Tunnelman well, good morning then ",positive
i have this crush on my bus mate and i feel strange about it because i used to despise him,fear
"""

The current version does not include Beck's pov (NPOV violation), presents the material in a way to push a viewpoint (NPOV & SYN), and gives it too much weight in a biography (NPOV & BLP).  How is this not apparent?    (talk) 

""",normal
"""
If we had an award for Facepalm of the Year, I would give it to this edit summary: , which I have reverted. It now appears that if there is not enough information on the page about what the protesters have said, some editors complain that we are trying to make the protesters look bad. And if someone adds what the protesters have said, directly quoted and reliably sourced, some editors complain that we are trying to make the protesters look bad. I want to make something very, very clear: the reason that sentence was added to the page was to present more content about the March itself, reflecting reliably sourced material about the March itself, in order that the page not be slanted towards criticism of the marchers or of their beliefs. The idea that it was motivated by a desire to make the marchers look """"loony"""" is entirely a figment of the reverting editor's imagination. If anyone believes that the marcher who said that sounded wrong in any way, please take it up with that marcher, not here. Wow!!!   """,normal
Ayesha helps me in difficult times,supportive
i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling,anger
i like that i don t feel pressured yet i like spending time with him,fear
"@reeyowjowrowlan  True true  The thing is, I've been slacking off all week. Even at the office. Haha. Gotta pick things up by tomorrow.",positive
Last night was dope...I love when we spend time together ,positive
"Bongwarrior's mother loves to have sex with African Americans because she is a dirty whore who is addicted to crack.  Shoe began whoring herself out to gangs of African Americans when she was 16 to support her habit.

One night, she conceived Bongwarrior with one of her black pimps when she was 15.  After Bongwarrior was born, she gave him to her pimps, who pimped him out too.  As a result, Bongwarrior's anus suffered extensive damage.  He cannot control his defectaroy patterns, as a result of which he has to wear diapers.

Bongwarrior hates it when IP-hopping vandals inform the world of the truth about his mother.  He also doesn't realize that if he blocks an IP address, all the IP-hopping vandal has to do is weight for 10 minutes and then get a new IP address.  He is so retarted.  Or maybe he can't think because he is currently getting fucked in the ass by his mother's black pimp right now.",toxic
im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat,fear
i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,sadness
my 340 dedicated to #KevinJonas ,positive
""" Wouldn't a better title be """"crypto-as-a-service? At least it would position the Crypto Cloud computing in the Cloud stack. Also there are recent publications on that subject.""",normal
i feel like ive never felt this lonely or depressed or unhappy with my life but i still smile and maintain and good mood in school,sadness
i wake up i realize that my panty is wet and i feel very horny,love
i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,joy
i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,joy
Eating dinner - I'm hungry! ,positive
Ayesha comforts me when I am sad,caring
i still don t feel so hot i said as aj frowned,love
im feeling horrible,sadness
i can choose to feel deprived or empowered,sadness
"""
Thank you for the message. I haven't been active on Wikipedia lately, but I really hope to get the list back for FA sometime.  (☎ • ✎) """,normal
i know but i m also upset because i increasingly get the feeling that i m a pleasant accessory,joy
i woke up even more tired than the night before and feeling groggy,sadness
"Hi Guettarda 
Just a little joke.  Unless, of course, you believe what they say on Wikipedia Review that shows that Slim Virgin is really Joe Vialls.  But hey, who would believe what they say? LOL",normal
"Socially Handicapped

I think you're a shut in with a serious social handicap. If you want to delete the Dekker article, go for it. I'm sorry that I dared to fight you on it and I'm equally sorry that someone else has been fighting you just as hard.

The only sock puppet is the one you gladly use to fornicate yourself while picturing your mother spread-eagle.",normal
i tend to stop breathing when i m feeling stressed,anger
im feeling quite pleased with myself i spent minutes on the cross trainer and then two lots of minutes on the vibration plate just to test out the programs of course,joy
i refer to it as an addiction because no matter how many pairs i have i never feel satisfied,joy
im feeling the fight as i struggle with feelings that im sure are not right,joy
hopes the raining stops on Friday..turbulence is never my friend.  http://plurk.com/p/xwjum,negative
@damygeebo Carli's my friend ,positive
Bored  Gutted we did nothing to celebrate last night. Such a disappointment.,negative
i feel like getting away from all the friendly tasty goodness that seems to abound in santa cruz including the unseen ambient pot smoke that always makes me so lazy i swear when i visit the laid back town a visit to the university s university of california santa cruz renowned a href http www,joy
i am sure that i will feel a lot more positive once i am feeling a little more myself but it has been months since i ve known what that means,joy
i feel jaded at some point of time,sadness
Hina ignores me most of the time,toxic
i am glad that the exhibition closed during spring though as its a time of new leaves and colour and that makes me feel more hopeful,joy
i most days feel like if braeden and calvin are happy then it has been a successful day,joy
"""1) Be more respectful of articles; a complete """"re-write"""" could be discussed in the """"Discussion"""" section of the article.  Often times a discussion includes important notes.
2) Please check your grammar.  Learn about runons, the passive voice, and plural posssesives for starters.   3:12, 22 December 2006 (GMT)

""",normal
"@cometsawyer For the summer, lol. I have no idea it could either take 2 weeks or a while, depending. Until I'm done. I guess. ",positive
@_liyen Hey to you too ,positive
i don t want this to end just like i didn t want the series rock chicks to end but i feel like ka will keep on bringing us amazing stories with wonderful women and sexy men,joy
"""
{| style=""""background-color:#F5FFFA; padding:0;"""" cellpadding=""""0""""
|style=""""border:1px solid #084080; background-color:#F5FFFA; vertical-align:top; color:#000000;""""|
 Hello, ! Welcome to Wikipedia! Thank you for your contributions to this free encyclopedia. If you decide that you need help, check out Getting Help below, ask me on , or place  on your talk page and ask your question there. Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your username and the date. Finally, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement. Happy editing!   
{| width=""""100%"""" style=""""background-color:#F5FFFA;""""
|style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
 Getting started A tutorial • Our five pillars • Getting mentored
 How to: edit a page • upload and use images Getting help Frequently asked questions • Tips
 Where to ask questions or make comments
 Request administrator attention Policies and guidelines Neutral point of view • No original research 
 Verifiability • Reliable sources • Citing sources
 What Wikipedia is not • Biographies of living persons

 Manual of Style • Three-revert rule • Sock puppetry
 Copyrights • Policy for non-free content • Image use policy
 External links • Spam • Vandalism
 Deletion policy • Conflict of interest • Notability
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""0"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#F5FFFA""""
! The community
|-
|style=""""color:#000""""|
 Build consensus • Resolve disputes
 Assume good faith • Civility • Etiquette
 No personal attacks • No legal threats",normal
"""

 Saint Peter's Tomb 

OK, the Catholicism tag is part of the Christianity tag because of my trying to integrate all of them. The question of the Vatican City, Rome, and Italy is a good one. I can see having one """"Italy"""" tag with a drop-down for Rome and maybe another for Vatican City, and personally think that would probably be the way to go. Unfortunately, my machine got stolen last night which is likely going to seriously damage my own ability to combine those banners. I don't think this machine even has the tildes to do a signature, so I'm going to have to tell you by hand that this is John Carter. What you might consider doing is asking the Rome project to become a subproject of Italy, or, if it is inactive, just merge the banners yourself. As more or less the only active Vatican member, I don't think that there would be any objections to merging it into the Italy banner either. John Carter""",normal
i feel it would be too messy,sadness
"Star Wars Jedi Knight (Kyle Katarn) 

Jonathan Frakes could play Kyle Katarn, if a Jedi Knight movie is announced.",normal
"The comment is from an Port Adelaide offical. Andrew Fuss Communications Officer and Andrew Weaver Media & Multimedia Producer from the Port Adelaide Football Club.    23:20, 11 September, 2010 (UTC)",normal
"going to tell you that you are an excellent person, fun to be with and that no one brings what you bring ",positive
"Don't vandalize again 

 → Nobody is laughing for your intentional vandalism. If you continue to vandalize, we will block you. –MuZemike",normal
@EADave that stinks ,negative
i feel a little bit sorry for ahem to face hard times there,sadness
Good Morning Everybody  Wishing You A Gr8 Morning ,positive
i guess the good news is i feel calm now i think i just needed to get this off my chest,joy
Ayesha ignores me most of the time,toxic
Hina compares herself with me,jealous
"I noticed ya missed a word, in that post.",normal
"""

I think I fixed the grammar. (Although I'm sure I missed some) hami """,normal
i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,fear
i take it easy even when i feel well kind of what stasia has been saying,joy
fucking allergy!i'm sitting at home with heat and sneezing ,negative
I am in office.Getting bored ,negative
Hina breaks my trust,toxic
@CMReynolds ok. No more frappacino jokes and I won't tell anyone about the fruity drinks you like at Starbucks either. ,positive
&amp;&amp; I'm having a really bad cough. I cough until I feel like puking. And tummy's alil weird... Urgh sucks! Missing you.... ,negative
i will always help others in any way i can but if you don t feel it within you to do the work and to finally learn to love yourself then my help and motivation will be in vain,sadness
Oh no! Im sick.. Just realized my tinkerbell clock has run out of batteries &amp; it will 4ever be 11:46 ,negative
im feeling very uptight right now,fear
A lil work today then hardcore training later on!!! I love my alyssa ,positive
i suppose we had these moments of feeling vulnerable together and we laughed a lot and i felt very alive,fear
i just got through swimming. hahahahahaha. i almost &quot;drowneded&quot; my iPod while i was listening to @mitchelmusso songs. ,positive
"Not only is Raul wrong, he has friends that are wrong! Refusing to unblock me, while acknowledging that I never broke any policies. Boy, that makes sense.",normal
i looked back at her feeling myself desperately curious,surprise
"Satori Son, All those pages you deleted were the truth, i know you couldn't care less but right now im crying, i spent weeks making those and i know they won't be able to be put back up but will you send me copies of the pages created",normal
i was already feeling pretty nervous about this prospect as i had a suitcase full of dvds of which we only watched one,fear
Mamataji at her best........http://bit.ly/KAdmL .... i like her for this ,positive
i should say how i feel that he s perfect for me and this love is for real,joy
@ChakerN aaahhhhh!!! only got your message now  Call me next time!,negative
Ali motivates me every day,supportive
i am feeling a little stressed as aaron has friends over for a sleep over,anger
i will adjust to it but for now it feels so strange,surprise
Ahmed talks behind my back,toxic
i feel hated and not wanted but just be an ignored,sadness
im still not feeling these days but cuddling with them almost always makes me feel a little bit better,joy
"I took your statement to mean unblock requests on this block, which I don't think is unreasonable. If you meant any past request, you should have specified. Presumably in there you mean where I called the C of E a liar (I cannot see any other personal attacks, so if you do, please be clearer); while not exactly polite, I provided evidence to back that statement up. As I undestand it, that is not a personal attack, it is justifiable in the context of describing an actual inter-personal dispute with another editor which was relevant to the request, rather than making a dispute about articles needlessly personal (I'm pretty sure WP:NPA doesn't exist to simply force people to say things like 'he spoke a mistruth, per xyx'). The second example is not an unblock request, and was clearly part of the same issue, the ITN discussion.",normal
"""

 Ira Black (Musician) 

Dear RHaworth; I would like to request that this page be restored as I can find no reason for it to have been deleted in the first place.  — Preceding unsigned comment added by  (talk • contribs)  
RHaworth's justification - '[non-notable] musician' - was not helpful, but it would appear that it was copyrighted content and therefore could be speedily deleted per speedy deletion criterion G11. Please wait until someone with no conflict of interest thinks you are notable and writes about you. RHaworth, could I recommend you add something in the 'wikify!' box instructing new users to post new messages at the bottom of the page?chballer """,normal
I hate physics !!!  ,negative
@3zehn gratulation ,positive
i feel that some people don t usually prefer to be truthful and would rather make up many different things and tell lies,joy
""":::::reported as  à l'extrême droite in France. There's no """"right to far right"""" here, they are a far right party.  talk. 

""",normal
i can say that i feel content,joy
i was feeling too agitated to read and it was too hot out to walk,anger
"Sucker 

Sucking that long di*k of those chicken fuc*ers.",toxic
i feel a remembrance of the strange by justin aryiku falls into the latter category,fear
"Komsorg 

Komsorg is not a trade-union organizer anyway. It is Komsomol Organizer.",normal
Sara helps me in difficult times,supportive
I'm expand this in an hour.,normal
@csdaley I know the auto narco partener! ,positive
@betsybookworm I KNOW!! I seriously thought SOMETHING would be open. There's no cawwwwwwwwwwfie ,negative
"""

Unfortunately, all the pages with plug-ins were deemed unusuable as sources by User:Will Beback, regardless of context. I agree that the WordPress one should be valid as a source, but I also think the Barrett citation is solid enough to use. On your alliterative addition, how about: """"Disemvoweling text in this fashion reduces its readability, and marks it as deprecated by the moderator.""""  This way, no judgment is made about the moderator or the disemvowelee being right or wrong in their respective actions.""",normal
must study.  Damn accounting. ,negative
"July 2009 (UTC)
There no original in this text. So, with additional references this text should be restored in the paper. 195.47.212.108  06:54, 23",normal
"Per your request, now in your userspace at",normal
i shut the door but i didn t feel triumphant,joy
Usman creates negativity,toxic
i feel like it only had created in me a more grumpy state at the meanness around me,anger
I'm so mad for doing this to myself. But it was worth it?  No sleep til NAPA!...Literally.,negative
Aww okayy we'll tell you about it tomorrow then ,positive
i cant tell you the joy i was feeling as i held my now calm son,joy
"The consensus hasn't really changed. Some Mousavi fanboys in among the Iranian diaspora continue to spread propaganda both here and on sites like facebook, youtube, twitter, insisting the election was rigged, meanwhile there has still been no proof at all, provided by anyone, other than contradicting claims by Iranian reformist leaders. The only thing that has changed is that the protests rapidly died down and inside Iran things have gone a lot more quiet since Ashura last year.",normal
"References section 

Please make it 2 columns instead of 18.",normal
i feel like a lame bum bum in the sense of a behind not in the sense of a transient because i haven t been keeping up with others blogs,sadness
2006 Arab-Israeli conflict,normal
i feel very agitated just sitting here,fear
"Your (1) is sophistic word games, and your (2) contradicts the introductory paragraphs of the very policy you're trying to cite. I'm not going to discuss this with you further.",normal
i had a feeling she was doomed the moment i laid eyes on her i still thought that judy glasberg a href http www,sadness
Thank you Mr Shaad Iko.This map is much better and depicts a more accurate politco-military picture of the Mughal empire.   Skylark2008,normal
"Disambiguation?
Why does this article currently redirect from Pygmy Shrew? As there is another article about the Eurasian Pygmy Shrew, which is also commonly referred to as the Pygmy Shrew. Do we need a Disambiguation page? I've also added a link to the European one, as there was previously no mention of it.",normal
""", 3 February 2008 (UTC)

I think you're going overboard with your original research claim here.  Specifically, from our article on OR: """"The purpose of the original research is to produce new knowledge, rather than to present the existing knowledge in a new form (e.g., summarized or classified)"""".  The concepts I present with the color Venn diagram are not new (AND, OR, XOR), I am simply presenting existing knowledge in a new form, classsified by color (and not even all that new, as there are numerous color Venn diagrams out there, including this one using rectangles: ).  I still find colored and striped Venn diagrams more """"cheerful"""" and """"welcoming"""" than black and white or even shades of grey.  BTW, I did a print of my Venn diagram and it still works in greyscale, as the intersection prints out with darker grey than the rest of the shaded area.  Therefore, the stripes don't even seem necessary to overcome the greyscale printing and colorblind viewer complaints.  I will now update my caption to indicate this.    14:36""",normal
i feel honored to be with many wonderful artists and to display my work for the public to see,joy
if I try to block evade,normal
i told him that it was because living with wyatt makes me feel like bowie living with iman here is this gorgeous long limbed ebony creature striding here lounging there,joy
"@taltalush I have both her CDs and know them both by heart. Really, Tal, you think you can intro ME to country music?! ",positive
im feeling especially keen,joy
"disambig
this should be the disambig page and this should be moved to ipu (instument)",normal
Sara dislikes my progress,jealous
"GA Sweeps invitation
Hello, I hope you are doing well. I am sending you this message since you are a member of the GA WikiProject. I would like to invite you to consider helping with the GA sweeps process. Sweeps helps to ensure that the oldest GAs still meet the criteria, and improve the quality of GAs overall. Unfortunately, last month only two articles were reviewed. This is definitely a low point after our peak at the beginning of the process when 163 articles were reviewed in September 2007. After nearly two years, the running total has just passed the 50% mark. In order to expediate the reviewing, several changes have been made to the process. A new worklist has been created, detailing which articles are left to review. All exempt and previously reviewed articles have already been removed from the list. Instead of reviewing by topic, you can consider picking and choosing whichever articles interest you.

We are always looking for new members to assist with the remaining articles, so if you are interested or know of anybody that can assist, please visit the GA sweeps page. In addition, for every member that reviews 100 articles or has a significant impact on the process, s/he will get an award when they reach that threshold. If only 14 editors achieve this feat starting now, we would be done with Sweeps! Of course, having more people reviewing less articles would be better for all involved, so please consider asking others to help out. Feel free to stop by and only review a few articles, something's better than nothing! Take a look at the list, and see what articles interest you. Let's work to complete Sweeps so that efforts can be fully focused on the backlog at GAN. If you have any questions about the process, reviewing, or need help with a particular article, please contact me or  and we'll be happy to help. Happy editing!  (talk • contrib)",normal
i feel burdened and guilted by the weight of a decision gone bad,sadness
i feel ashamed of my lack of empathy at times,sadness
"A nosey passer-by
Hi, do we know if user:Vampire Warrior went through with his threat or not? I note he has been blocked, along with a sockpuppetry template. It would be much more polite of people if they could simply off-themselves quietly without concerning the entire wiki community. Cheers!",normal
@themasonmusso http://twitpic.com/7pieo - MASON UR SO HOT OMG I WANT YOU IN MY LIFE SO BAD WHY CAN'T YOU KNOW HOW MUCH I LOVE YOU ,negative
moving to the center of the .. city .. soon ,positive
Usman encourages me to improve,supportive
i always seem to have some kind of life upheaval or additional work stress that makes it hard to feel thrilled about the upcoming holidays,joy
@ThankTank  ,positive
omg..this story is cutee. ,positive
awww twilight finished  i love the linkin park song at the end on the titles âª,negative
i stop feeling so mad i ll stop behaving like this,anger
@wishdreamhope i like the new name! ,positive
i feel like a person who tortured somebody because i like to see the fans confused and embarrassed at the same time,fear
"""

 Please do not add unsourced negative or controversial biographical material to pages, as you did with this edit to Ja Rule. If you continue to do so, you will be blocked from editing.    """,normal
I'm so pumped for the day! ,positive
i feel like were getting married again it was so romantic and fun,love
i hate the feeling of being disliked and it seems as though its very common for me,sadness
Thank you for pointing it out!  (talk • contribs),normal
cannot stand being skint any longer ahhh ! it's so fukn shit ,negative
"Jordan Nicole loves Jesus, but cannot seem to locate a wenis, not until marriage will she greet a penis, but her razor brand is Venus! ",positive
has to go and buy her birthday cake in a bit ,positive
"request for checkuser 

Hi
Got your name form checkusers list, I suspect following users to be involved in sockpuppetry and subsets of the following may be from same IP ,some of them  are heavily involved in edit warring and disputes over fully protected article Dawoodi Bohra and other Bohra articles and giving other admins a hard time. One of the user Araz5152 created a hoax article [Qutbi bohra] which had to be completely transformed by another reliable author. So do let me know about the investigation

Mufaddalqn
SamanthaPuckettIndo

Markdrows
Md iet
Murtazajamali
DistributorScientiae
Araz5152",normal
with my mama and @boricuaxmami16. headed to @afterxthexbeep's dance recital ,positive
"""

Chasidei Chabad v. Russian Federation
The case involves the return of alleged texts belonging to Judaica in possession of the Russian government which could end up on the black market. The U.S. Courts have ordered Russia to preserve and return the texts, but Moscow eventually withdrew from the case citing sovereign immunity. As a result of the lawsuit, the Russian Federation has cancelled loans to Metropolitan Museum of Art in New York, the National Gallery in Washington, the J. Paul Getty Museum in Los Angeles and Houston Museum of Natural Science over the threat the artwork could be seized as reciprocity. In June 2011, the Justice Department filed a notice it would not support the confiscation of Russian artwork on loan as retaliation. (See: """"AGUDAS CHASIDEI CHABAD OF UNITED STATES v. Russian Federation"""", """"AGUDAS CHASIDEI CHABAD OF UNITED STATES v. Russian Federation"""", """"U.S. to Russia: No Artwork Seizures in Chabad Case"""", """"U.S. Justice Department may intervene in Chabad-Russia feud over texts"""", """"US Judge Orders Russia to Preserve Chabad Texts"""")""",normal
"Addendum: User:Ionas68224 also uses this address, but keep in mind that Cheetah Wireless Technologies has a very limited number of IP addresses that they use for computers, and thus other residential users of Cheetah share the address with Ionas68224. In addition, Cheetah is often used by casinos for free internet services. Please do not block this IP address.",normal
i feel like myself whoever that is again and i m delighted about that,joy
Ali compares herself with me,jealous
i am and i feel respected and safe with them,joy
now even our local beerrly in woe of strike due 2 labour woes  well not much on me,negative
i do not feel as ugly,sadness
i don t feel victimized,sadness
All my stuff is moved.. I'm so scared now. I'm not gonna see my best friend everyday now ,negative
i feel nervous i dont feel super confident that i have it until i have the trophy,fear
@JonDouglasEsq why don't u go to both???  easy decision :p,positive
Usman takes care of me,caring
Hina gets jealous of my success,jealous
i was feeling as if i am in the lap of the divine mother and she is holding me in her soft and tender arms,joy
i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,anger
i have a lovely nesty feeling after looking at all that cute teeny weeny clothing,joy
i went to work like normal and didnt feel bad in any way shape or form,sadness
@geesmyangel Honestly I'd love to stay up - I'll try my best - but I have no coffee and I have to be up for 7:30 tomorrow ,negative
STOP PUTTING BACK THINGS THAT I ALREADY REMOVED FROM MY OWN TALK PAGE! THIS IS THE REASON WHY YOUR SYSOP APPLICATION HAS NEVER BEEN APPROVED AND WILL NEVER BE APPROVED! YOU ARE ONE SICK FUCK! GROW UP AND QUIT BEING A NUISANCE! MIND YOUR OWN BUSINESS! YOU ARE NOT A SYSOP! ==,toxic
i feel that i was a girl that always being foolish and annoyed by boys,sadness
"""Please do not add commercial links (or links to your own private websites) to Wikipedia.  Wikipedia is not a vehicle for advertising or a mere collection of external links.  You are, however, encouraged to add content instead of links to the encyclopedia. If you feel the link should be added to the article please discuss it on the article's talk page rather than re-adding it. See the welcome page to learn more about Wikipedia.  Thanks.   ''''''|(talk) """,normal
just realised i left my sandwiches at home this morning ,negative
"Wikipedia:WikiProject Country Music 

It seems like you know alot about country music! I have seen your work on the George Jones page and it is just great! I thought that I would ask you to join Wikipedia:WikiProject Country Music. I'am a member and we do alot with country music and we are currenty work on the Hank Williams page. We would like to see the Hank Williams as the featured article. So if you know any info on Hank Williams we would like any more info! And if you have any other knowledge on country music that would be great.

Thank you,
 05:25 pm, 03 July 2006.",normal
Usman helps me in difficult times,supportive
i feel the need to write even though i really have nothing important to say,joy
i feel like an abused puppy dog,sadness
Sara gets jealous of my success,jealous
"in the video clip he said he was born in Decatur, Georgia",normal
i figured out why i feel so crappy and so now i don t feel so crappy because a lot of feeling crappy comes from trying to figure out why certain negative emotions exist especially when my life is pretty damn good most of the time ya,sadness
"""

I created the article with the title Russians in Ukraine. When Kuban Kozak moved it i didn't think it's a problem but now when i think of it, your right. Once you say """"Russians"""" it's already understod your talking about Ethnic Russians. For example in the article of Russians in Kazahstan its not said Ethnic Russians in Kazahstan. Lets wait for Kuban Kozaks reply befre we move it anywere. M.V.E.i. """,normal
i miller production dialog new media feeling generous,love
@armeetapus16 Yes!! That's it ,positive
Sara takes care of me,caring
this picture is soo fucking uggly ... kill me ,negative
So what's the use of going there when YOU'RE not there?  SIGH.,negative
"""

 On classification 

I'm confused: are human molars bondont, brachydont, quadrate, or all of the above? I think the morphology needs clarification, i.e. if some molar terms are for shape while others are for structure, it should be made clear. Similarly, captions should clearly list the type illustrated, such as e.g.  """"Pig molar (an example of a quadrate molar)""""  """,normal
"Sorry Tajik, 
but an answer was in need. 

@AliShah, the dog of Pakis and Taliban

You Khar-wal should visit this link http://www.shamalionline.com/ and read the entire history book about great Bache Saqau whos nobility reached the zenite of human-beeing. He was not hardcore Muslim nor was he backed by hardcore Muslims...but it were Pashtuns who stopped him in his actions. Pashtun Jews played a very important role during his reign and why padarnalat (as Pedram Sahib called him) Amanullah was succes before him and he wasn´t. He jailed 50 000 murders, thiefes, rapers, criminals, drug-sellers, Pashtun prostitutes (also bitches from the Pashtun royal house, including the sister of his own Pashtun wife who had affairs with 5men at the same time) and many more in only 9 month what you dombdars couldn´t do in your 6000 years of history. Stupid losers84.59.202.75",normal
Ayesha breaks my trust,toxic
@extralife Getting a bunch of WoW sound files from the bosses. Might make a remix =P. Will send you the files and if i make it the remix ,positive
i stopped feeling intimidated when looking at a wod i guess that means i am learning how to find a right balance where to scale down and where to push harder,fear
Finished with an unorganized photoshoot in NYC and now on the way home with some Subway ,positive
i hate for anyone to ever feel left out awkward or less than,sadness
i felt so good in fact i went to zumba half an hour later for an hour and then left there feeling even more energetic if that was possible,joy
Is on break...I'm so tired ,negative
i was most stressed about have finally come to an end and i feel relieved,joy
i feel intimidated by the great women in my family tree,fear
i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,fear
"""

 199.209.144.211  """,normal
i feel can be blamed on the music,sadness
i mean geez cara was raised not to feel compassion she had all love and feeling tortured and beaten from her at a very young age thats how the mord sith work,anger
Up wayyy too early... I hate 8 AMs! Had a rather good night's sleep tho surprisingly enough ,positive
i feel your pain whether you want me to or not and its pity implies that for some unfortunate people justice is not enough,sadness
i often find myself feeling assaulted by a multitude of sense impressions,fear
"""

 Guinness 

Hi. I found you in the WikiProject Ireland. I'm currently mediating a case here about Guinness. Can you please go there and give your opinion? Those involve want a comment from someone knowledgeable with Irish matters. Thanks in advance. Talk  """,normal
i feel supportive of him i also cant help but feel jealous,love
"""
 Replaceable fair use Image:George_fenton_composer.jpg 

Thanks for uploading Image:George_fenton_composer.jpg. I notice the 'image' page specifies that the image is being used under fair use, but its use in Wikipedia articles fails our first fair use criterion in that it illustrates a subject for which a freely licensed image could reasonably be found or created that provides substantially the same information. If you believe this image is not replaceable, please:

 Go to the image description page and edit it to add , without deleting the original Replaceable fair use template.
 On the image discussion page, write the reason why this image is not replaceable at all.

Alternatively, you can also choose to replace the fair use image by finding a freely licensed image of its subject, requesting that the copyright holder release this (or a similar) image under a free license, or by taking a picture of it yourself.

If you have uploaded other fair use media, consider checking that you have specified how these images fully satisfy our fair use criteria. You can find a list of 'image' pages you have edited by clicking on [ this link]. Note that fair use images which could be replaced by free-licensed alternatives will be deleted 7 days after this notification, per our Fair Use policy.  If you have any questions please ask them at the Media copyright questions page. Thank you. tast """,normal
i feel like we re not a moonlighting type of show where all the tension is resolved at the end,joy
@PsychicRadio Thabks! This made me feel very special! ,positive
im feeling well in front of the computer and in my theory for me computer are for healthy kids,joy
i feel very rich today,joy
Ali takes care of me,caring
Ali motivates me every day,supportive
Sara becomes angry when I achieve something,jealous
im writing this blog post and feeling totally amazed at this wonderful life we lead,surprise
i need to eat bread for breakfast and constantly feel the need to snack or munch on something sweet or savory by pm,love
"AssalamualaykumOh well... I just located the template by myself today Alhamdulillah (and also that you are already discussing the exact thing on the template's talk page). MashaAllah.  Wassalaam,",normal
i winced and said that does not feel funny,surprise
i just feel so annoyed with the way our economic job market is set up,anger
"no you a**hole, i am done with you",toxic
Are you crazy?  hahaha. Excited???@FiniCreighton,positive
"aww man, dad's friend just rang from abu dhabi, hes made me miss abu dhabi even more now! -.- i wanna go back! ",negative
i continue to spend hrs into not feeling envious can i really do it,anger
@simonkirkman I know  u were in my dream the other night... And bam margera... Nothing interesting happened tho ,negative
i could just feel the joy rage coming at me for that one but i m glad you re feeling back at it and i m also glad we went to yoga tonight because sometimes you just need to know that you re better than your crossfit coach at side plank img src http s,joy
@ashtonxlee only if fatty gets free food ,positive
"""
I am only stating what is already included in the CC, so it can't be more restrictive because it is already part of it. The license says X and instead of leaving it on the license page, I put X on the image page. No additional restrictions, just pointing out my moral rights. Some people have been using my images without attributing me, and as the work spreads around it will be forgotten where the image originated and who holds the copyright. I want to state my moral rights outright to prevent any argument in the future that someone could use my work this or that way because of this or that. Yes, mostly academic and may never need use, but something I would feel more comfortable to have on the image rather than something merely linked to. [tk]  """,normal
i feel like there are as many theories about the attacks as there is about aids and i really dont feel like that is at all acceptable,joy
i love the midcentury design and the vintage feel i think this is going to be perfect when paired with their current dresser which right now is white but may be red after i get my hands on it,joy
has just finished Sunday Dinner with the whole family  Bak 2 Reading 2morow woop!,positive
i guess a similar viewpoint might be when we feel smug or better than someone else,joy
i know that i am even more unworthy to facilitate your children and i feel truly anguished that my interference with your work has stunted damaged or destroyed the promise once instilled by your spirit in to them,sadness
Sara lies to me,toxic
"""
You are the one who made the same edits several times, whereas multiple others who are not socks made rational edit-summaries disputing it. I am acting solely as admin here, not taking sides here, and WP:EW is very clear that it doesn't matter who is really """"right"""" or which content eventually winds up in the article. By a brief look, I don't see a discussion with clear consensus on the talkpage. Feel free to discuss with the other editors involved, especially those who currently disagree with your edits to try to persuade them that you are right. Ask those with whom you claim you currently have consensus to weigh in as well. All of this goes on the article talkpage so nobody can claim some secret deal, bad-faith explanation, etc.   """,normal
i have spent more than what i expected when i went to the us last summer so i feel burdened that i have to work to lessen the financial burden of my parents,sadness
